1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorchSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
854.0,0.0,2.0,1,0.0,1,832.0,50.0,576.0,1,1991.0,854.0,2,6120.0,51.0,0.0,112.0,8.0,7.0,832.0,4.8,1929.0,2001.0,132000
1004.0,0.0,2.0,1,578.0,5,426.0,0.0,480.0,3,1970.0,1004.0,2,11241.0,76.6,180.0,0.0,7.0,6.0,1004.0,155.6,1970.0,1970.0,149000
1296.0,0.0,2.0,0,0.0,0,0.0,0.0,516.0,1,1967.0,1296.0,2,10791.0,72.0,0.0,0.0,5.0,4.0,0.0,0.0,1967.0,1967.0,90000
1114.0,129.6,2.8,1,646.0,6,468.0,81.8,576.0,1,2004.0,1114.0,3,13695.0,66.0,0.0,102.0,5.0,5.0,1114.0,200.8,2004.0,2004.0,159000
1339.0,0.0,3.0,1,504.0,2,525.0,45.2,294.0,1,1958.0,1339.0,2,7560.0,70.0,0.0,0.0,6.0,5.0,1029.0,97.6,1958.0,1965.0,139000
1158.0,1218.0,4.0,3,0.0,1,1158.0,44.8,853.0,2,2005.0,2376.0,3,14215.0,101.0,380.0,154.0,5.0,8.0,1158.0,240.0,2005.0,2006.0,325300
1108.0,0.0,3.0,1,0.0,1,637.0,45.2,280.0,1,1930.0,1108.0,3,7449.0,57.0,0.0,0.0,7.0,7.0,637.0,59.2,1930.0,1950.0,139400
1795.0,0.0,3.0,1,0.0,5,1777.0,0.0,534.0,2,2002.0,1795.0,3,9742.0,75.0,281.0,159.0,5.0,8.0,1777.0,134.2,2002.0,2002.0,230000
1060.0,0.0,3.0,1,840.0,6,200.0,57.2,572.0,3,1976.0,1060.0,2,4224.0,44.0,0.0,110.0,7.0,5.0,1040.0,100.0,1976.0,1976.0,129900
1060.0,0.0,3.0,2,188.0,3,204.0,0.0,270.0,1,1968.0,1060.0,3,8246.0,64.2,0.0,90.0,8.0,5.0,1060.0,141.6,1968.0,2001.0,154000
1600.0,0.0,3.0,1,0.0,1,1566.0,0.0,890.0,2,2007.0,1600.0,3,14230.0,110.0,640.0,56.0,5.0,8.0,1566.0,165.8,2007.0,2007.0,256300
900.0,0.0,3.0,2,234.0,1,180.0,45.2,576.0,1,2005.0,900.0,3,7200.0,60.0,0.0,32.0,7.0,5.0,900.0,101.6,1951.0,2000.0,134800
1704.0,0.0,3.0,1,1218.0,6,486.0,0.0,772.0,2,2008.0,1704.0,3,11478.0,98.0,200.0,50.0,5.0,8.0,1704.0,149.0,2007.0,2008.0,306000
1600.0,0.0,2.0,4,1277.0,4,207.0,0.0,319.0,2,1957.0,1600.0,2,16321.0,47.0,0.0,258.0,6.0,5.0,1484.0,48.8,1957.0,1997.0,207500
520.0,0.0,1.0,1,0.0,1,520.0,22.4,240.0,1,1920.0,520.0,1,6324.0,60.0,0.0,0.0,6.0,4.0,520.0,0.0,1927.0,1950.0,68500
649.0,668.0,3.0,1,0.0,1,649.0,0.0,250.0,1,1920.0,1317.0,2,8500.0,50.0,0.0,54.0,4.0,4.0,649.0,44.0,1920.0,1950.0,40000
1228.0,0.0,3.0,1,0.0,1,1228.0,31.6,271.0,1,1966.0,1228.0,3,8544.0,71.4,0.0,65.0,6.0,5.0,1228.0,159.0,1966.0,2006.0,149350
1234.0,0.0,3.0,3,0.0,1,1234.0,0.0,484.0,2,2007.0,1234.0,3,11049.0,85.0,0.0,30.0,5.0,8.0,1234.0,93.6,2007.0,2007.0,179900
1700.0,0.0,4.0,1,1018.0,3,380.0,0.0,447.0,2,1959.0,1700.0,3,10552.0,70.0,0.0,38.0,5.0,5.0,1398.0,39.4,1959.0,1959.0,165500
1561.0,0.0,2.0,1,1153.0,6,408.0,0.0,556.0,3,2005.0,1561.0,4,7313.0,60.0,246.0,47.0,5.0,9.0,1561.0,203.0,2005.0,2005.0,277500
1132.0,1320.0,4.0,3,0.0,1,1117.0,44.8,691.0,1,2004.0,2452.0,3,13418.0,108.0,132.0,32.0,5.0,8.0,1117.0,134.6,2004.0,2005.0,309000
1097.0,0.0,3.0,1,0.0,1,1097.0,0.0,672.0,1,1995.0,1097.0,2,10859.0,112.0,0.0,64.0,5.0,5.0,1097.0,56.0,1994.0,1995.0,145000
1297.0,0.0,3.0,1,1213.0,3,84.0,0.0,498.0,3,1954.0,1297.0,2,8532.0,74.0,650.0,0.0,6.0,5.0,1297.0,99.0,1954.0,1990.0,153000
1057.0,0.0,3.0,1,731.0,6,326.0,0.0,246.0,1,1953.0,1057.0,3,7922.0,68.0,0.0,52.0,7.0,5.0,1057.0,154.4,1953.0,2007.0,109000
1152.0,0.0,1.8,0,0.0,0,0.0,0.0,0.0,0,1950.4,1152.0,1,6040.0,65.0,0.0,0.0,5.0,4.0,0.0,62.2,1955.0,1955.0,82000
1324.0,0.0,3.0,1,643.0,3,445.0,0.0,440.0,3,1965.0,1324.0,2,8658.0,84.0,101.0,138.0,5.0,6.0,1088.0,0.0,1965.0,1965.0,160000
1328.0,0.0,2.0,4,967.0,4,383.0,43.2,308.0,2,1959.0,1328.0,2,16905.0,115.0,0.0,104.0,6.0,5.0,1350.0,58.4,1959.0,1959.0,170000
884.0,0.0,2.0,3,747.0,5,0.0,54.0,504.0,2,1983.0,884.0,3,9180.0,68.0,0.0,0.0,7.0,5.0,840.0,240.0,1983.0,1983.0,144000
938.0,0.0,3.0,3,280.0,2,167.0,72.2,308.0,1,1977.0,938.0,2,9200.0,71.6,0.0,0.0,6.0,5.0,938.0,145.0,1975.0,1980.0,130250
1150.0,0.0,3.0,1,179.0,5,465.0,0.0,300.0,2,1959.0,1150.0,2,7945.0,70.0,0.0,0.0,6.0,5.0,1150.0,106.4,1959.0,1959.0,141000
1752.0,0.0,2.0,1,456.0,6,1296.0,0.0,576.0,2,2005.0,1752.0,4,7658.0,61.0,412.0,82.0,5.0,9.0,1752.0,177.8,2005.0,2005.0,319900
1518.0,631.0,1.0,1,1351.0,6,83.0,0.0,670.0,2,2003.0,2149.0,3,12822.0,48.0,0.0,43.0,5.0,7.0,1434.0,150.0,2003.0,2003.0,239686
1656.0,0.0,3.0,3,24.0,6,1632.0,0.0,826.0,1,2006.0,1656.0,3,11096.0,84.0,0.0,146.0,5.0,8.0,1656.0,101.6,2006.0,2006.0,249700
736.0,716.0,2.0,1,0.0,1,736.0,48.8,0.0,0,1964.0,1452.0,2,4456.0,33.0,0.0,0.0,5.0,4.0,736.0,56.0,1920.0,2008.0,113000
955.0,0.0,3.0,1,763.0,4,192.0,45.2,386.0,1,1966.0,955.0,2,7742.0,66.0,0.0,0.0,7.0,5.0,955.0,145.8,1966.0,1966.0,127000
794.0,676.0,3.6,3,182.0,6,612.0,81.8,388.0,3,1997.0,1470.0,2,13869.0,68.6,0.0,75.0,6.0,6.0,794.0,149.0,1997.0,1997.0,177000
816.0,0.0,3.0,1,0.0,1,816.0,50.0,528.0,1,1985.0,1176.0,2,6240.0,52.0,0.0,0.0,6.0,6.0,816.0,4.8,1934.0,1950.0,114500
816.0,0.0,2.0,4,104.0,2,0.0,18.2,516.0,1,1963.0,816.0,2,8472.0,110.0,0.0,0.0,5.0,5.0,816.0,162.8,1963.0,1963.0,110000
1842.0,0.0,0.0,4,1810.0,6,32.0,10.0,894.0,3,1981.0,1842.0,3,50271.0,68.0,0.0,72.0,5.0,9.0,1842.0,148.4,1981.0,1987.0,385000
1360.0,0.0,3.0,1,384.0,5,0.0,45.2,572.0,1,1962.0,1360.0,2,7134.0,60.0,0.0,50.0,5.0,5.0,384.0,187.2,1955.0,1955.0,130000
1425.0,0.0,3.0,1,490.0,3,935.0,0.0,576.0,2,1964.0,1425.0,2,10175.0,100.0,272.0,0.0,5.0,6.0,1425.0,72.8,1964.0,1964.0,180500
983.0,756.0,3.0,1,649.0,6,321.0,0.0,480.0,3,1999.0,1739.0,3,2645.0,24.0,456.0,0.0,5.0,8.0,970.0,130.8,1999.0,2000.0,172500
860.0,947.0,3.0,1,0.0,1,860.0,53.6,565.0,2,2004.0,1720.0,3,11645.0,89.0,0.0,70.0,5.0,7.0,860.0,0.0,2004.0,2004.0,196500
1426.0,1519.0,3.0,4,0.0,1,1410.0,44.8,641.0,3,2006.0,2945.0,3,13682.0,66.0,1031.0,0.0,5.0,10.0,1410.0,186.8,2006.0,2006.0,438780
780.0,0.0,2.0,3,632.0,5,148.0,45.2,352.0,1,1973.0,780.0,2,7200.0,60.0,0.0,0.0,7.0,5.0,780.0,196.0,1972.0,1972.0,124900
1158.0,0.0,3.0,1,941.0,5,217.0,37.0,576.0,1,2006.0,1158.0,3,13072.0,63.0,0.0,50.0,5.0,6.0,1158.0,209.0,2004.0,2004.0,158000
581.0,530.0,3.0,1,0.0,1,530.0,72.4,288.0,1,1935.0,1111.0,1,7200.0,60.0,0.0,0.0,7.0,5.0,530.0,20.8,1920.0,1996.0,101000
1370.0,0.0,2.0,2,24.0,6,1346.0,50.0,484.0,2,2006.0,1370.0,3,6442.0,44.0,178.0,49.0,5.0,8.0,1370.0,55.2,2006.0,2006.0,202500
902.0,808.0,3.0,1,0.0,1,576.0,46.8,480.0,1,1990.0,1710.0,2,10300.0,50.0,0.0,11.0,6.0,7.0,576.0,57.6,1921.0,1950.0,140000
1057.0,977.0,3.4,1,739.0,6,318.0,0.0,645.0,2,1998.0,2034.0,3,9375.0,73.6,573.0,36.0,5.0,7.0,1057.0,66.4,1997.0,1998.0,219500
1143.0,1330.0,4.0,3,0.0,1,1143.0,8.4,852.0,3,2004.0,2473.0,3,9591.0,76.0,344.0,151.0,5.0,8.0,1143.0,86.4,2004.0,2005.0,317000
2207.0,0.0,3.0,4,912.0,6,1035.0,29.0,576.0,2,1970.0,2207.0,2,19900.0,81.0,287.0,0.0,5.0,7.0,1947.0,76.8,1970.0,1989.0,180000
1479.0,0.0,3.0,3,1013.0,6,440.0,0.0,558.0,2,2003.0,1479.0,3,10665.0,72.0,167.0,29.0,5.0,7.0,1453.0,0.0,2003.0,2003.0,226000
747.0,0.0,2.0,1,0.0,1,747.0,106.0,220.0,1,1945.0,747.0,2,4608.0,47.0,0.0,0.0,6.0,4.0,747.0,56.0,1945.0,1950.0,80000
1304.0,983.0,3.4,1,603.0,4,701.0,43.2,667.0,3,1953.0,2287.0,2,15593.0,81.0,0.0,21.0,4.0,7.0,1304.0,73.4,1953.0,1953.0,225000
2223.0,0.0,3.0,4,1880.0,5,343.0,0.0,516.0,3,1973.0,2223.0,2,13651.0,95.0,1115.0,0.0,6.0,7.0,2223.0,300.0,1973.0,1973.0,244000
845.0,0.0,2.0,1,565.0,5,280.0,0.0,360.0,1,1987.0,845.0,2,7599.0,69.0,0.0,0.0,6.0,4.0,845.0,125.0,1982.0,2006.0,129500
885.0,833.0,3.0,1,0.0,1,832.0,46.8,427.0,3,1998.0,1718.0,2,10141.0,74.0,40.0,94.0,5.0,7.0,832.0,57.6,1998.0,1998.0,185000
1086.0,0.0,3.0,1,320.0,5,404.0,0.0,490.0,1,1989.0,1086.0,2,10200.0,85.0,104.0,0.0,7.0,5.0,1086.0,79.4,1954.0,2003.0,144900
840.0,765.0,3.0,1,0.0,1,840.0,50.0,379.0,1,1915.0,1605.0,2,5790.0,60.0,0.0,0.0,6.0,3.0,840.0,0.0,1915.0,1950.0,107400
526.0,462.0,2.0,4,462.0,6,0.0,0.0,297.0,1,1973.0,988.0,2,1596.0,21.0,0.0,101.0,5.0,4.0,462.0,130.8,1973.0,1973.0,91000
952.0,0.0,2.0,1,228.0,5,724.0,49.8,283.0,1,1956.0,952.0,2,8475.0,57.8,0.0,0.0,7.0,4.0,952.0,170.0,1956.0,1956.0,135750
1072.0,213.0,2.0,1,336.0,4,295.0,0.0,240.0,1,1948.0,1285.0,2,8635.0,50.0,0.0,0.0,5.0,5.0,672.0,141.6,1948.0,2001.0,127000
1768.0,0.0,4.0,1,0.0,1,1768.0,0.0,0.0,0,2002.4,1768.0,2,10778.0,72.0,0.0,0.0,5.0,4.0,1768.0,101.6,1968.0,1968.0,136500
682.0,548.0,2.0,1,0.0,1,440.0,0.0,440.0,1,1966.0,1230.0,2,10440.0,60.0,0.0,0.0,6.0,5.0,440.0,0.0,1910.0,1981.0,110000
1182.0,960.0,3.4,1,448.0,3,448.0,81.8,509.0,3,1968.0,2142.0,3,13000.0,100.0,576.0,72.0,6.0,6.0,896.0,99.4,1968.0,1968.0,193500
1337.0,0.0,2.0,1,1201.0,6,36.0,0.0,405.0,3,1998.0,1337.0,2,4500.0,32.0,443.0,199.0,5.0,6.0,1237.0,109.6,1998.0,1998.0,153500
1563.0,0.0,3.0,1,33.0,6,1530.0,0.0,758.0,2,2007.0,1563.0,3,10206.0,78.0,468.0,99.0,5.0,8.0,1563.0,64.0,2007.0,2007.0,245000
1065.0,0.0,3.0,1,0.0,1,1065.0,49.8,461.0,1,1974.0,1065.0,2,8892.0,80.0,66.0,0.0,5.0,5.0,1065.0,89.6,1960.0,1960.0,126500
804.0,670.0,3.0,1,0.0,1,384.0,0.0,400.0,3,1995.0,1474.0,2,8530.0,64.4,22.0,72.0,5.0,7.0,384.0,120.0,1995.0,1996.0,168500
1301.0,1116.0,4.0,1,0.0,1,1288.0,43.2,462.0,1,1991.0,2417.0,3,16059.0,121.0,284.0,82.0,5.0,8.0,1288.0,127.0,1991.0,1992.0,260000
684.0,876.0,3.0,3,0.0,1,684.0,53.6,400.0,3,2005.0,1560.0,3,11911.0,122.0,0.0,38.0,5.0,6.0,684.0,0.0,2005.0,2005.0,174000
612.0,612.0,2.2,3,0.0,1,612.0,0.0,528.0,2,2009.0,1224.0,3,3951.0,40.0,76.0,234.0,5.0,6.0,612.0,56.0,2009.0,2009.0,164500
1013.0,0.0,2.0,1,0.0,1,1013.0,0.0,0.0,0,1970.8,1526.0,1,8470.0,105.0,0.0,0.0,2.0,3.0,1013.0,88.8,1915.0,1982.0,85000
990.0,0.0,3.0,1,588.0,4,402.0,0.0,0.0,0,1960.0,990.0,2,8070.0,60.0,0.0,0.0,5.0,4.0,990.0,154.4,1994.0,1995.0,123600
1040.0,0.0,2.0,0,0.0,0,0.0,45.2,420.0,1,1950.0,1040.0,2,7200.0,60.0,0.0,29.0,5.0,4.0,0.0,128.8,1950.0,1950.0,109900
1235.0,0.0,2.0,1,600.0,3,635.0,0.0,480.0,1,1961.0,1235.0,2,8500.0,85.0,203.0,0.0,3.0,5.0,1235.0,134.2,1961.0,1961.0,98600
964.0,0.0,2.0,1,713.0,5,163.0,37.0,432.0,1,1921.0,964.0,2,13360.0,80.0,0.0,0.0,7.0,5.0,876.0,209.0,1921.0,2006.0,163500
1260.0,1031.0,4.0,2,1046.0,3,168.0,0.0,506.0,1,1900.0,2291.0,2,7200.0,60.0,0.0,0.0,6.0,6.0,1214.0,205.4,1910.0,1998.0,133900
905.0,881.0,3.0,1,648.0,6,176.0,46.8,684.0,2,1997.0,1786.0,3,9337.0,69.0,0.0,162.0,5.0,6.0,824.0,68.8,1997.0,1997.0,204750
680.0,790.0,3.0,1,310.0,6,370.0,46.8,420.0,3,1993.0,1470.0,2,9765.0,73.4,68.0,63.0,8.0,6.0,680.0,37.6,1993.0,1993.0,185000
1588.0,0.0,3.2,3,1162.0,5,426.0,0.0,472.0,2,1999.0,1588.0,3,10264.0,78.0,183.0,29.0,5.0,7.0,1588.0,186.6,1999.0,1999.0,214000
960.0,0.0,3.0,1,520.0,3,440.0,0.0,432.0,3,1965.0,960.0,2,10921.0,73.0,48.0,0.0,5.0,4.0,960.0,24.0,1965.0,1965.0,94750
835.0,0.0,2.0,1,108.0,5,350.0,22.4,366.0,1,1920.0,835.0,2,10625.0,85.0,0.0,0.0,5.0,5.0,458.0,0.0,1920.0,1950.0,83000
1225.0,0.0,3.0,1,569.0,5,381.0,54.0,0.0,0,1962.0,1225.0,2,9320.0,77.0,0.0,0.0,5.0,4.0,950.0,68.4,1959.0,1959.0,128950
1610.0,0.0,3.0,2,1200.0,5,410.0,0.0,480.0,2,1977.0,1610.0,3,10603.0,77.8,28.0,68.0,7.0,6.0,1610.0,75.4,1977.0,2001.0,205000
977.0,755.0,3.0,1,0.0,5,741.0,46.8,476.0,3,1985.0,1732.0,3,9206.0,77.0,336.0,46.0,5.0,6.0,741.0,52.8,1985.0,1985.0,178000
1535.0,0.0,4.0,0,0.0,0,0.0,45.2,410.0,1,1979.0,1535.0,2,7018.0,64.0,0.0,0.0,5.0,5.0,0.0,89.6,1979.0,1979.0,118964
1226.0,0.0,2.8,1,0.0,1,1226.0,0.0,740.0,2,2009.0,1226.0,3,10402.0,94.0,0.0,36.0,5.0,7.0,1226.0,104.8,2009.0,2009.0,198900
1226.0,592.0,4.0,1,224.0,2,816.0,0.0,240.0,2,1951.0,1818.0,2,7758.0,61.8,600.0,0.0,4.0,7.0,1040.0,106.2,1931.0,1950.0,169500
1053.0,1065.8,3.0,1,0.0,1,1053.0,46.8,648.0,2,2003.0,1992.0,3,9375.0,75.0,768.0,45.0,5.0,8.0,1053.0,86.4,2003.0,2004.0,250000
1047.0,0.0,2.0,1,0.0,1,641.0,0.0,273.0,1,1954.0,1047.0,2,10800.0,60.0,0.0,0.0,7.0,4.0,641.0,24.0,1885.0,1995.0,100000
789.0,0.0,2.0,1,104.0,5,516.0,50.0,250.0,1,1948.0,789.0,2,6000.0,50.0,0.0,0.0,5.0,5.0,789.0,32.8,1948.0,1950.0,115000
997.0,573.4,3.0,1,0.0,1,793.0,0.0,0.0,0,1945.4,1517.0,1,8500.0,85.0,0.0,0.0,7.0,5.0,793.0,40.0,1919.0,2005.0,115000
1844.0,0.0,3.0,1,705.0,4,1139.0,0.0,546.0,2,1977.0,1844.0,2,11751.0,105.0,480.0,122.0,6.0,6.0,1844.0,145.6,1977.0,1977.0,190000
1216.0,639.0,4.0,1,444.0,3,550.0,46.8,325.0,1,1954.0,1855.0,2,9525.0,75.0,0.0,0.0,4.0,6.0,994.0,86.4,1954.0,1972.0,136900
774.0,656.0,3.0,1,250.0,6,134.0,0.0,400.0,3,2000.0,1430.0,2,7750.0,69.8,0.0,0.0,5.0,7.0,384.0,147.2,2000.0,2000.0,180000
1282.0,1414.0,4.0,3,984.0,6,280.0,28.8,792.0,1,2007.0,2696.0,4,9965.0,77.0,220.0,184.0,5.0,7.0,1264.0,97.0,2007.0,2007.0,383970
2259.0,0.0,3.0,2,35.0,1,905.0,29.0,450.0,1,1953.0,2259.0,3,21000.0,63.4,184.0,120.0,5.0,6.0,1809.0,114.8,1953.0,1953.0,217000
1436.0,884.0,3.0,1,774.0,5,104.0,0.0,180.0,1,1945.0,2320.0,3,7259.0,61.0,0.0,0.0,8.0,6.0,1028.0,253.2,1945.0,2002.0,259500
729.0,729.0,2.0,1,419.0,6,310.0,0.0,440.0,1,1999.0,1458.0,2,3230.0,34.0,1129.0,32.0,5.0,6.0,729.0,130.8,1999.0,1999.0,176000
1092.0,0.0,3.0,1,170.0,2,252.0,0.0,288.0,1,1962.0,1092.0,2,11616.0,88.2,116.0,20.0,5.0,5.0,1092.0,226.6,1962.0,1962.0,139000
1125.0,0.0,2.0,1,0.0,1,1125.0,49.8,430.0,1,2007.0,1125.0,2,8536.0,74.0,0.0,64.0,5.0,5.0,1125.0,159.0,2006.0,2007.0,155000
1699.0,1523.0,5.0,2,1470.0,6,203.0,44.8,594.0,1,1990.0,3222.0,3,12376.0,90.0,0.0,0.0,5.0,7.0,1673.0,301.6,1990.0,1990.0,320000
728.0,728.0,3.0,1,0.0,1,728.0,0.0,390.0,3,2005.0,1456.0,3,8461.0,65.0,0.0,24.0,5.0,6.0,728.0,44.0,2005.0,2006.0,163990
988.0,0.0,1.0,4,938.0,5,0.0,29.0,540.0,1,1969.0,988.0,2,21453.0,103.2,0.0,130.0,5.0,6.0,938.0,0.0,1969.0,1969.0,180000
772.0,351.0,3.0,1,0.0,1,732.0,50.0,264.0,1,1979.0,1123.0,2,6060.0,50.0,0.0,0.0,5.0,4.0,732.0,4.8,1939.0,1950.0,100000
1080.0,0.0,3.0,1,570.0,4,510.0,72.2,288.0,1,1958.0,1080.0,2,9464.0,75.0,135.0,0.0,7.0,6.0,1080.0,68.4,1958.0,1958.0,136000
1199.0,0.0,2.0,1,300.0,6,899.0,0.0,530.0,2,1993.0,1199.0,3,7892.0,55.0,0.0,63.0,5.0,6.0,1199.0,23.2,1993.0,1993.0,153900
1586.0,0.0,3.0,1,0.0,3,1362.0,43.2,435.0,1,1979.0,1586.0,2,17043.0,48.0,0.0,0.0,5.0,6.0,1362.0,192.0,1979.0,1998.0,181000
520.0,0.0,2.0,3,490.0,6,30.0,45.2,0.0,3,1976.0,754.0,2,6780.0,60.0,0.0,0.0,8.0,6.0,520.0,125.0,1935.0,1982.0,84500
958.0,0.0,2.0,1,120.0,5,958.0,71.2,440.0,2,1977.0,958.0,2,4928.0,45.4,0.0,205.0,5.0,6.0,1078.0,0.0,1976.0,1976.0,128000
840.0,0.0,3.0,1,116.0,2,556.0,106.0,0.0,0,1968.6,840.0,2,4388.0,55.0,0.0,0.0,7.0,5.0,672.0,56.0,1930.0,1950.0,87000
660.0,688.0,3.0,1,512.0,4,148.0,0.0,453.0,2,1966.0,1348.0,2,7590.0,69.0,266.0,108.0,5.0,6.0,660.0,57.6,1966.0,1966.0,155000
1053.0,0.0,3.0,1,567.0,3,413.0,49.8,750.0,2,1998.0,1053.0,4,8973.0,69.0,85.0,80.0,7.0,5.0,1008.0,109.8,1958.0,1991.0,150000
1216.0,941.0,4.0,1,445.0,3,479.0,44.8,487.0,2,1966.0,2157.0,3,14200.0,88.0,309.0,66.0,6.0,7.0,924.0,149.0,1966.0,1966.0,226000
1022.0,1032.0,3.0,1,695.0,6,297.0,37.0,390.0,2,2000.0,2054.0,3,12224.0,75.0,40.0,48.0,5.0,6.0,992.0,221.4,2000.0,2000.0,244000
1327.0,0.0,2.4,1,405.0,3,658.0,45.2,624.0,1,1974.0,1327.0,3,7388.0,75.0,0.0,0.0,6.0,5.0,1063.0,118.6,1959.0,2002.0,150750
1296.0,0.0,2.0,1,1005.0,6,262.0,45.2,471.0,3,2001.0,1296.0,3,6853.0,65.8,136.0,25.0,5.0,8.0,1267.0,120.8,2001.0,2002.0,220000
1721.0,0.0,3.0,1,570.0,3,891.0,0.0,440.0,2,1968.0,1721.0,2,10335.0,78.0,0.0,96.0,6.0,5.0,1461.0,55.0,1968.0,1993.0,180000
1682.0,0.0,3.0,1,0.0,1,1304.0,0.0,530.0,1,1970.0,1682.0,2,10400.0,80.0,288.0,0.0,6.0,7.0,1304.0,101.6,1970.0,1970.0,174000
1214.0,0.0,2.8,1,695.0,4,519.0,0.0,318.0,2,1967.0,1214.0,2,10355.0,76.8,196.0,111.0,5.0,5.0,1214.0,147.2,1967.0,1967.0,143000
1959.0,0.0,5.0,1,0.0,1,1907.0,0.0,766.0,1,1989.0,1959.0,2,11070.0,82.0,70.0,0.0,5.0,7.0,1907.0,101.6,1988.0,1989.0,171000
1004.0,848.0,3.0,2,668.0,6,336.0,48.8,660.0,3,1999.0,1852.0,3,9066.0,73.0,320.0,106.0,5.0,8.0,1004.0,60.0,1999.0,2000.0,230000
928.0,836.0,3.0,1,821.0,6,107.0,0.0,470.0,2,1997.0,1764.0,3,15426.0,65.0,0.0,99.0,5.0,6.0,928.0,92.0,1997.0,1997.0,231500
864.0,0.0,3.0,1,432.0,5,432.0,0.0,0.0,0,1963.8,864.0,2,10500.0,70.0,0.0,0.0,5.0,4.0,864.0,6.6,1971.0,1971.0,115000
1734.0,0.0,3.0,3,1300.0,6,434.0,0.0,660.0,1,2005.0,1734.0,3,11645.0,78.0,0.0,24.0,5.0,7.0,1734.0,117.6,2005.0,2005.0,260000
910.0,583.0,4.0,1,507.0,3,403.0,0.0,720.0,1,2000.0,1385.0,2,8520.0,71.0,0.0,0.0,4.0,5.0,910.0,60.0,1952.0,1952.0,166000
1501.0,0.0,3.0,4,679.0,6,811.0,0.0,577.0,2,1999.0,1501.0,3,10335.0,78.0,183.0,29.0,5.0,7.0,1490.0,55.0,1999.0,1999.0,204000
1728.0,0.0,6.0,1,1332.0,3,396.0,0.0,504.0,1,1963.0,1728.0,2,9100.0,70.0,336.0,0.0,5.0,5.0,1728.0,0.0,1963.0,1963.0,125000
